,Tweets,Case_Folding,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Sentimen,Label
3315,Makan Gratis Bareng Teman di ShopeeFood https://t.co/PJWJ2zIy3x https://t.co/Ehwauupy4B,makan gratis bareng teman di shopeefood https://t.co/pjwj2ziy3x https://t.co/ehwauupy4b,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3316,Makan Gratis Bareng Teman di ShopeeFood https://t.co/PJWJ2zIy3x https://t.co/YydhCHFPe1,makan gratis bareng teman di shopeefood https://t.co/pjwj2ziy3x https://t.co/yydhchfpe1,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3317,"@AbangojolBOTak Nanti beli ah pas liwat,tp mesen pake shopeefood wort it ga wkwk","@abangojolbotak nanti beli ah pas liwat,tp mesen pake shopeefood wort it ga wkwk",nanti beli ah pas liwattp mesen pake shopeefood wort it ga wkwk,nanti beli ah pas liwattp  pesan pakai shopeefood wort it tidak wkwk,beli ah pas liwattp pesan pakai shopeefood wort wkwk,"['beli', 'ah', 'pas', 'liwattp', 'pesan', 'pakai', 'shopeefood', 'wort', 'wkwk']",1,positif
3318,@alpukatlenyet @reyounn beberapa kali aku beli pakek shopeefood manis ma asin 17k doang bunda,@alpukatlenyet @reyounn beberapa kali aku beli pakek shopeefood manis ma asin 17k doang bunda,beberapa kali aku beli pakek shopeefood manis ma asin k doang bunda,beberapa kali saya beli pakek shopeefood manis sama asin ke saja bunda,kali beli pakek shopeefood manis asin bunda,"['kali', 'beli', 'pakek', 'shopeefood', 'manis', 'asin', 'bunda']",1,positif
3319,@yrsgrbby_ Shopeefood udah jngn yg laen,@yrsgrbby_ shopeefood udah jngn yg laen,shopeefood udah jngn yg laen,shopeefood sudah jangan yang lain,shopeefood,['shopeefood'],2,netral
3320,Makan Gratis Bareng Teman di ShopeeFood https://t.co/fe8EUmGQY5 https://t.co/UJIVEM6fhu,makan gratis bareng teman di shopeefood https://t.co/fe8eumgqy5 https://t.co/ujivem6fhu,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3321,Makan Gratis Bareng Teman di ShopeeFood https://t.co/mWRGqRXjB2 https://t.co/yM8Juxlhbf,makan gratis bareng teman di shopeefood https://t.co/mwrgqrxjb2 https://t.co/ym8juxlhbf,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3322,Makan Gratis Bareng Teman di ShopeeFood https://t.co/uZx8XsgyBI https://t.co/EUgaHGKtfJ,makan gratis bareng teman di shopeefood https://t.co/uzx8xsgybi https://t.co/eugahgktfj,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3323,"Laper, cek dapur adanye nasi doang.  Akhirnya nyobain pake shopeefood 20rb bgst https://t.co/daXNdeaOFZ","laper, cek dapur adanye nasi doang.  akhirnya nyobain pake shopeefood 20rb bgst https://t.co/daxndeaofz",laper cek dapur adanye nasi doang akhirnya nyobain pake shopeefood rb bgst,laper cek dapur adanye nasi saja akhirnya nyobain pakai shopeefood rb bgst,laper cek dapur adanye nasi nyobain pakai shopeefood rb bgst,"['laper', 'cek', 'dapur', 'adanye', 'nasi', 'nyobain', 'pakai', 'shopeefood', 'rb', 'bgst']",0,negatif
3324,Makan Gratis Bareng Teman di ShopeeFood https://t.co/qsyEkDDB44 https://t.co/YmPPc5K8As,makan gratis bareng teman di shopeefood https://t.co/qsyekddb44 https://t.co/ymppc5k8as,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3325,"mending shopeefood atau grabfood sih? aing mau belajar order makanan online dan mulai topup nih :)

btw topup shopeepay or gopay?","mending shopeefood atau grabfood sih? aing mau belajar order makanan online dan mulai topup nih :)

btw topup shopeepay or gopay?",mending shopeefood atau grabfood sih aing mau belajar order makanan online dan mulai topup nih btw topup shopeepay or gopay,mending shopeefood atau grabfood sih saya mau belajar order makanan online dan mulai topup ini ngomong-ngomong topup shopeepay atau gopay,mending shopeefood grabfood belajar order makanan online topup ngomong-ngomong topup shopeepay gopay,"['mending', 'shopeefood', 'grabfood', 'ajar', 'order', 'makan', 'online', 'topup', 'ngomong-ngomong', 'topup', 'shopeepay', 'gopay']",1,positif
3326,"@shopeefood_id min, ini gimana yaa? Emang lama nungguin cancel-an? Nanti uangnya di refund kan? https://t.co/8qrKzCGnDs","@shopeefood_id min, ini gimana yaa? emang lama nungguin cancel-an? nanti uangnya di refund kan? https://t.co/8qrkzcgnds",id min ini gimana yaa emang lama nungguin cancelan nanti uangnya di refund kan,id minimal ini bagaimana ya memang lama nungguin cancelan nanti uangnya di refund kan,id minimal nungguin cancelan uangnya refund,"['id', 'minimal', 'nungguin', 'cancelan', 'uang', 'refund']",0,negatif
3327,"@Rince1794 @shopeefood_id @ShopeeCare min, tolong segera ditindak dong yg kaya begini :(( meresahkan @ShopeeID","@rince1794 @shopeefood_id @shopeecare min, tolong segera ditindak dong yg kaya begini :(( meresahkan @shopeeid",id min tolong segera ditindak dong yg kaya begini meresahkan,id minimal tolong segera ditindak dong yang seperti begini meresahkan,id minimal tolong ditindak meresahkan,"['id', 'minimal', 'tolong', 'tindak', 'resah']",0,negatif
3328,@FOODFESS2 Gokil sih shopeefood tiap hari promo terus gada mati nya. Ku tiap hari order disini terus,@foodfess2 gokil sih shopeefood tiap hari promo terus gada mati nya. ku tiap hari order disini terus,gokil sih shopeefood tiap hari promo terus gada mati nya ku tiap hari order disini terus,gokil sih shopeefood setiap hari promo terus tidak ada mati nya ku setiap hari order disini terus,gokil shopeefood promo mati ku order,"['gokil', 'shopeefood', 'promo', 'mati', 'ku', 'order']",1,positif
3329,"jam segini dibikin overthinking, bimbang mau ambil driver shopeefood atau engga tapi terlanjur daftar, disisi lain kuliah udh mau offline otomatis praktek sore terus","jam segini dibikin overthinking, bimbang mau ambil driver shopeefood atau engga tapi terlanjur daftar, disisi lain kuliah udh mau offline otomatis praktek sore terus",jam segini dibikin overthinking bimbang mau ambil driver shopeefood atau engga tapi terlanjur daftar disisi lain kuliah udh mau offline otomatis praktek sore terus,jam segini dibikin overthinking bimbang mau ambil driver shopeefood atau engga tapi terlanjur daftar disisi lain kuliah sudah mau offline otomatis praktek sore terus,jam segini dibikin overthinking bimbang ambil driver shopeefood engga terlanjur daftar disisi kuliah offline otomatis praktek sore,"['jam', 'gin', 'bikin', 'overthinking', 'bimbang', 'ambil', 'driver', 'shopeefood', 'engga', 'lanjur', 'daftar', 'sisi', 'kuliah', 'offline', 'otomatis', 'praktek', 'sore']",0,negatif
3330,@FOODFESS2 Makan Gratis Bareng Teman di ShopeeFood https://t.co/EHnQv8T89p,@foodfess2 makan gratis bareng teman di shopeefood https://t.co/ehnqv8t89p,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3331,Makan Gratis Bareng Teman di ShopeeFood https://t.co/Xhajnf5dgY https://t.co/h4ys4ys8Sd,makan gratis bareng teman di shopeefood https://t.co/xhajnf5dgy https://t.co/h4ys4ys8sd,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3332,@FOODFESS2 ini krna baru pertama kali pake shopeefood ga sih? soalnya dlu smpet dpt krna emng bru prtama kali pake shopeefood,@foodfess2 ini krna baru pertama kali pake shopeefood ga sih? soalnya dlu smpet dpt krna emng bru prtama kali pake shopeefood,ini krna baru pertama kali pake shopeefood ga sih soalnya dlu smpet dpt krna emng bru prtama kali pake shopeefood,ini karena baru pertama kali pakai shopeefood tidak sih soalnya dulu smpet dapat karena emng bru pertama kali pakai shopeefood,kali pakai shopeefood smpet emng bru kali pakai shopeefood,"['kali', 'pakai', 'shopeefood', 'smpet', 'emng', 'bru', 'kali', 'pakai', 'shopeefood']",2,netral
3333,Makan Gratis Bareng Teman di ShopeeFood https://t.co/jym4wKQ2Al https://t.co/3G3NhY63oU,makan gratis bareng teman di shopeefood https://t.co/jym4wkq2al https://t.co/3g3nhy63ou,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3334,Makan Gratis Bareng Teman di ShopeeFood https://t.co/YcTGm4djWj https://t.co/8vCQ4x3Vq2,makan gratis bareng teman di shopeefood https://t.co/yctgm4djwj https://t.co/8vcq4x3vq2,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3335,Ini shopeefood kenapa ya drtd gak dpt driver mulu...😕😕,ini shopeefood kenapa ya drtd gak dpt driver mulu...😕😕,ini shopeefood kenapa ya drtd gak dpt driver mulu,ini shopeefood kenapa ya drtd tidak dapat driver terus,shopeefood drtd driver,"['shopeefood', 'drtd', 'driver']",2,netral
3336,"dear @shopeefood_id  @ShopeeCare  please banget ini saya harus ngadu kemana? tiba2 driver shopee food after selesai anter makan malah chat pribadi, demi apapun ini uda ngeganggu banget privacy yakk... uda tlp juga ke shopee jg tapi ttp ada ajah org resek bgt https://t.co/5jlWi3oFzA","dear @shopeefood_id  @shopeecare  please banget ini saya harus ngadu kemana? tiba2 driver shopee food after selesai anter makan malah chat pribadi, demi apapun ini uda ngeganggu banget privacy yakk... uda tlp juga ke shopee jg tapi ttp ada ajah org resek bgt https://t.co/5jlwi3ofza",dear id please banget ini saya harus ngadu kemana tiba driver shopee food after selesai anter makan malah chat pribadi demi apapun ini uda ngeganggu banget privacy yakk uda tlp juga ke shopee jg tapi ttp ada ajah org resek bgt,dear id tolong banget ini saya harus ngadu kemana tiba driver shopee food after selesai anter makan malah chat pribadi demi apapun ini sudah mengganggu banget privacy yakk sudah tlp juga ke shopee juga tapi tetap ada aja orang rizieq begitu,dear id tolong banget ngadu kemana driver shopee food selesai anter makan chat pribadi apapun mengganggu banget privacy yakk tlp shopee orang rizieq,"['dear', 'id', 'tolong', 'banget', 'ngadu', 'mana', 'driver', 'shopee', 'food', 'selesai', 'anter', 'makan', 'chat', 'pribadi', 'apa', 'ganggu', 'banget', 'privacy', 'yakk', 'tlp', 'shopee', 'orang', 'rizieq']",1,positif
3337,"@tetehseulgi_ Mau shopeepay, buat beli shopeefood laperr🥳🥳","@tetehseulgi_ mau shopeepay, buat beli shopeefood laperr🥳🥳",mau shopeepay buat beli shopeefood laperr,mau shopeepay buat beli shopeefood laperr,shopeepay beli shopeefood laperr,"['shopeepay', 'beli', 'shopeefood', 'laperr']",1,positif
3338,Makan Gratis Bareng Teman di ShopeeFood https://t.co/Gs79c2EIaz https://t.co/yiOWezC8i6,makan gratis bareng teman di shopeefood https://t.co/gs79c2eiaz https://t.co/yiowezc8i6,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3339,"ShopeeFood taik. Status pesanan selesai, makanannya gak sampai. Tolol","shopeefood taik. status pesanan selesai, makanannya gak sampai. tolol",shopeefood taik status pesanan selesai makanannya gak sampai tolol,shopeefood taik status pesanan selesai makanannya tidak sampai bodoh,shopeefood taik status pesanan selesai makanannya bodoh,"['shopeefood', 'taik', 'status', 'pesan', 'selesai', 'makan', 'bodoh']",0,negatif
3340,"@shopeefood_id Min kalau daftar driver  shopee food dipanggilnya sebulan yang lalu, tapi baru sempet bulan sekarang untuk menyambangi kantor , soalnya sedang diluar kota , apakah masih berlaku panggilan tersebut? Terimakasih min🙏🏻","@shopeefood_id min kalau daftar driver  shopee food dipanggilnya sebulan yang lalu, tapi baru sempet bulan sekarang untuk menyambangi kantor , soalnya sedang diluar kota , apakah masih berlaku panggilan tersebut? terimakasih min🙏🏻",id min kalau daftar driver shopee food dipanggilnya sebulan yang lalu tapi baru sempet bulan sekarang untuk menyambangi kantor soalnya sedang diluar kota apakah masih berlaku panggilan tersebut terimakasih min,id minimal kalau daftar driver shopee food dipanggilnya sebulan yang lalu tapi baru sempat bulan sekarang untuk menyambangi kantor soalnya sedang diluar kota apakah masih berlaku panggilan tersebut terima kasih minimal,id minimal daftar driver shopee food dipanggilnya sebulan menyambangi kantor diluar kota berlaku panggilan terima kasih minimal,"['id', 'minimal', 'daftar', 'driver', 'shopee', 'food', 'panggil', 'bulan', 'sambang', 'kantor', 'luar', 'kota', 'laku', 'panggil', 'terima', 'kasih', 'minimal']",0,negatif
3341,"BEAR BOBBA LOWOKWARU

Cinnamon Roll Macchiato 18K #BigCup22oz
50% Disc #ShopeeFood #GrabFood #GoFood

https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#BTS https://t.co/0mkZUTuXFr","bear bobba lowokwaru

cinnamon roll macchiato 18k #bigcup22oz
50% disc #shopeefood #grabfood #gofood

https://t.co/6fpladgvld

#infokulinermalang
#laporlaper
#kulinerhitsmalang
#malangculinary
#malangkuliner
#bobamalang
#kopimalang 
#estehmalang
#mojitomalang
#grab
#gojek
#bts https://t.co/0mkzutuxfr",bear bobba lowokwaru cinnamon roll macchiato k disc,bear bobba lowokwaru cinnamon roll macchiato ke disc,bear bobba lowokwaru cinnamon roll macchiato disc,"['bear', 'bobba', 'lowokwaru', 'cinnamon', 'roll', 'macchiato', 'disc']",2,netral
3342,"Voucher Gofood &amp; Shopeefood ready besok pagi yaa...👋🏼

#zonauangᅠᅠᅠ #zonajajan #zonauangᅠ","voucher gofood &amp; shopeefood ready besok pagi yaa...👋🏼

#zonauangᅠᅠᅠ #zonajajan #zonauangᅠ",voucher gofood amp shopeefood ready besok pagi yaa,voucher gofood amp shopeefood ready besok pagi ya,voucher gofood shopeefood ready besok pagi,"['voucher', 'gofood', 'shopeefood', 'ready', 'besok', 'pagi']",1,positif
3343,"Aku nk ng bandar ora butuh promo shopeefood

Soale nmbe pesen mie jago malah diterke ng omah kro sepupuku kro gratis soale sg dodol sedulurku hahhahahaa","aku nk ng bandar ora butuh promo shopeefood

soale nmbe pesen mie jago malah diterke ng omah kro sepupuku kro gratis soale sg dodol sedulurku hahhahahaa",aku nk ng bandar ora butuh promo shopeefood soale nmbe pesen mie jago malah diterke ng omah kro sepupuku kro gratis soale sg dodol sedulurku hahhahahaa,saya nk tidak bandar tidak butuh promo shopeefood soale nmbe pesan mie jago malah diterke tidak omah kro sepupuku kro gratis soale sg bodoh sedulurku hahhahahaa,nk bandar butuh promo shopeefood soale nmbe pesan mie jago diterke omah kro sepupuku kro gratis soale sg bodoh sedulurku hahhahahaa,"['nk', 'bandar', 'butuh', 'promo', 'shopeefood', 'soale', 'nmbe', 'pesan', 'mie', 'jago', 'diterke', 'omah', 'kro', 'sepupu', 'kro', 'gratis', 'soale', 'sg', 'bodoh', 'dulur', 'hahhahahaa']",0,negatif
3344,"dear bapak shopeefood yang marah marah garagara gua gajawab wa karna gua lagi sibuk dan akhirnya gua kasih itu makanan karena dia buruburu terus gajawab wa, sehat selalu pak. jangan lupa kata jawab wa dan kata terima kasih 🙂 https://t.co/a5DvElq3lG","dear bapak shopeefood yang marah marah garagara gua gajawab wa karna gua lagi sibuk dan akhirnya gua kasih itu makanan karena dia buruburu terus gajawab wa, sehat selalu pak. jangan lupa kata jawab wa dan kata terima kasih 🙂 https://t.co/a5dvelq3lg",dear bapak shopeefood yang marah marah garagara gua gajawab wa karna gua lagi sibuk dan akhirnya gua kasih itu makanan karena dia buruburu terus gajawab wa sehat selalu pak jangan lupa kata jawab wa dan kata terima kasih,dear bapak shopeefood yang marah marah garagara saya gajawab saya karena saya lagi sibuk dan akhirnya saya kasih itu makanan karena dia buruburu terus gajawab saya sehat selalu bapak jangan lupa kata jawab saya dan kata terima kasih,dear shopeefood marah marah garagara gajawab sibuk kasih makanan buruburu gajawab sehat lupa terima kasih,"['dear', 'shopeefood', 'marah', 'marah', 'garagara', 'gajawab', 'sibuk', 'kasih', 'makan', 'buruburu', 'gajawab', 'sehat', 'lupa', 'terima', 'kasih']",1,positif
3345,"@AldiKO20 @shopeefood_id Abi sampe gunta ganti resto nepi 5 kali, akhirnya meli Indomie goreng di warung 😂","@aldiko20 @shopeefood_id abi sampe gunta ganti resto nepi 5 kali, akhirnya meli indomie goreng di warung 😂",id abi sampe gunta ganti resto nepi kali akhirnya meli indomie goreng di warung,id abi sampai gunta ganti resto nepi kali akhirnya meli indomie goreng di warung,id abi gunta ganti resto nepi kali meli indomie goreng warung,"['id', 'abi', 'gunta', 'ganti', 'resto', 'nepi', 'kali', 'mel', 'indomie', 'goreng', 'warung']",1,positif
3346,"knp kalo abis ujan (bener2 udah reda kayak 30menit-1jam yg lalu) cari driver shopeefood, gofood sama grabfood susah bgt kayak sejam kemudian baru dapet pdhl deket bgt restonya dari rumah","knp kalo abis ujan (bener2 udah reda kayak 30menit-1jam yg lalu) cari driver shopeefood, gofood sama grabfood susah bgt kayak sejam kemudian baru dapet pdhl deket bgt restonya dari rumah",knp kalo abis ujan bener udah reda kayak menitjam yg lalu cari driver shopeefood gofood sama grabfood susah bgt kayak sejam kemudian baru dapet pdhl deket bgt restonya dari rumah,kenapa kalau habis hujan benar sudah reda seperti menitjam yang lalu cari driver shopeefood gofood sama grabfood susah begitu seperti sejam kemudian baru dapat padahal dekat begitu restonya dari rumah,habis hujan reda menitjam cari driver shopeefood gofood grabfood susah sejam restonya rumah,"['habis', 'hujan', 'reda', 'menitjam', 'cari', 'driver', 'shopeefood', 'gofood', 'grabfood', 'susah', 'jam', 'restonya', 'rumah']",1,positif
